  0	  1	  0
  1	  1	  1
  2	  1	  1
  3	  1	  1
  4	  1	  0
  5	  1	  3
  6	  1	  4
  7	  1	  0
  8	  1	  0
  9	  1	  0
 10	  1	  4
 11	  1	  1
 12	  1	  4
 13	  1	  3
 14	  1	  1
 15	  1	  1
 16	  1	  3
 17	  1	  1
 18	  1	  1
 19	  1	  0
 20	  1	  1
 21	  1	  1
 22	  1	  1
 23	  1	  0
 24	  1	  4
 25	  1	  1
 26	  1	  0
 27	  1	  3
 28	  1	  3
 29	  1	  4
 30	  1	  1
 31	  1	  1
 32	  1	  4
 33	  1	  0
 34	  1	  1
 35	  1	  1
 36	  1	  1
 37	  1	  1
 38	  1	  0
 39	  1	  1
 40	  1	  4
 41	  1	  4
 42	  1	  3
 43	  1	  1
 44	  1	  1
 45	  1	  0
 46	  1	  1
 47	  1	  0
 48	  1	  0
 49	  1	  3
 50	  1	  0
 51	  1	  1
 52	  1	  1
 53	  1	  1
 54	  1	  0
 55	  1	  4
 56	  1	  1
 57	  1	  0
 58	  1	  1
 59	  1	  3
 60	  1	  1
 61	  1	  4
 62	  1	  4
 63	  1	  0
 64	  1	  0
 65	  1	  1
 66	  1	  1
 67	  1	  1
 68	  1	  1
 69	  1	  1
 70	  1	  1
 71	  1	  1
 72	  1	  1
 73	  1	  4
 74	  1	  4
 75	  1	  1
 76	  1	  1
 77	  1	  1
 78	  1	  1
 79	  1	  0
 80	  1	  3
 81	  1	  4
 82	  1	  4
 83	  1	  0
 84	  1	  0
 85	  1	  1
 86	  1	  4
 87	  1	  4
 88	  1	  0
 89	  1	  1
 90	  1	  0
 91	  1	  1
 92	  1	  4
 93	  1	  1
 94	  1	  1
 95	  1	  4
 96	  1	  1
 97	  1	  4
 98	  1	  1
 99	  1	  1
100	  1	  0
101	  1	  1
102	  1	  1
103	  1	  4
104	  1	  0
105	  1	  0
106	  1	  4
107	  1	  4
108	  1	  0
109	  1	  4
110	  1	  1
111	  1	  0
112	  1	  1
113	  1	  1
114	  1	  1
115	  1	  1
116	  1	  3
117	  1	  1
118	  1	  1
119	  1	  0
120	  1	  1
121	  1	  1
122	  1	  1
123	  1	  1
124	  1	  1
125	  1	  0
126	  1	  1
127	  1	  1
128	  1	  4
129	  1	  0
130	  1	  1
131	  1	  1
132	  1	  1
133	  1	  0
134	  1	  1
135	  1	  1
136	  1	  1
137	  1	  0
138	  1	  1
139	  1	  1
140	  1	  1
141	  1	  1
142	  1	  1
143	  1	  1
144	  1	  1
145	  1	  1
146	  1	  1
147	  1	  1
148	  1	  1
149	  1	  1
150	  1	  1
151	  1	  1
152	  1	  1
153	  1	  1
154	  1	  4
155	  1	  1
156	  1	  1
157	  1	  0
158	  1	  1
159	  1	  1
160	  1	  1
161	  1	  1
162	  1	  1
163	  1	  3
164	  1	  1
165	  1	  1
166	  1	  3
167	  1	  3
168	  1	  1
169	  1	  1
170	  1	  1
171	  1	  1
172	  1	  3
173	  1	  1
174	  1	  1
175	  1	  1
176	  1	  0
177	  1	  1
178	  1	  1
179	  1	  3
180	  1	  1
181	  1	  1
182	  1	  4
183	  1	  1
184	  1	  1
185	  1	  3
186	  1	  3
187	  1	  1
188	  1	  0
189	  1	  3
190	  1	  3
191	  1	  1
192	  1	  1
193	  1	  1
194	  1	  3
195	  1	  1
196	  1	  4
197	  1	  3
198	  1	  1
199	  1	  1
200	  1	  3
201	  1	  1
202	  1	  3
203	  1	  1
204	  1	  1
205	  1	  1
206	  1	  1
207	  1	  0
208	  1	  3
209	  1	  3
210	  1	  1
211	  1	  0
212	  1	  0
213	  1	  1
214	  1	  1
215	  1	  3
216	  1	  3
217	  1	  3
218	  1	  1
219	  1	  3
220	  1	  4
221	  1	  3
222	  1	  1
223	  1	  4
224	  1	  3
225	  1	  3
226	  1	  4
227	  1	  3
228	  1	  1
229	  1	  0
230	  1	  3
231	  1	  4
232	  1	  3
233	  1	  1
234	  1	  3
235	  1	  3
236	  1	  1
237	  1	  4
238	  1	  3
239	  1	  3
240	  1	  0
241	  1	  3
242	  1	  0
243	  1	  3
244	  1	  3
245	  1	  3
246	  1	  3
247	  1	  3
248	  1	  3
249	  1	  3
250	  1	  3
251	  1	  3
252	  1	  1
253	  1	  3
254	  1	  4
255	  1	  3
256	  1	  3
257	  1	  3
258	  1	  3
259	  1	  4
260	  1	  3
261	  1	  3
262	  1	  4
263	  1	  3
264	  1	  3
265	  1	  3
266	  1	  3
267	  1	  3
268	  1	  3
269	  1	  3
270	  1	  3
271	  1	  3
272	  1	  3
273	  1	  3
274	  1	  3
275	  1	  3
276	  1	  0
277	  1	  4
278	  1	  3
279	  1	  1
280	  1	  0
281	  1	  0
282	  1	  3
283	  1	  3
284	  1	  3
285	  1	  3
286	  1	  3
287	  1	  3
288	  1	  3
289	  1	  3
290	  1	  3
291	  1	  3
292	  1	  3
293	  1	  3
294	  1	  4
295	  1	  3
296	  1	  0
297	  1	  3
298	  1	  3
299	  1	  4
300	  1	  3
301	  1	  3
302	  1	  3
303	  1	  3
304	  1	  3
305	  1	  3
306	  1	  3
307	  1	  3
308	  1	  3
309	  1	  3
310	  1	  3
311	  1	  3
312	  1	  3
313	  1	  3
314	  1	  3
315	  1	  3
316	  1	  3
317	  1	  3
318	  1	  3
319	  1	  3
320	  1	  0
321	  1	  3
322	  1	  3
323	  1	  3
324	  1	  3
325	  1	  3
326	  1	  3
327	  1	  3
328	  1	  3
329	  1	  3
330	  1	  3
331	  1	  3
332	  1	  0
333	  1	  3
334	  1	  3
335	  1	  3
336	  1	  3
337	  1	  0
338	  1	  0
339	  1	  3
340	  1	  0
341	  1	  0
342	  1	  3
343	  1	  3
344	  1	  1
345	  1	  0
346	  1	  3
347	  1	  3
348	  1	  3
349	  1	  3
350	  1	  3
351	  1	  1
352	  1	  3
353	  1	  3
354	  1	  3
355	  1	  3
356	  1	  0
357	  1	  3
358	  1	  3
359	  1	  0
360	  1	  3
361	  1	  0
362	  1	  0
363	  1	  0
364	  1	  3
365	  1	  3
366	  1	  0
367	  1	  3
368	  1	  0
369	  1	  3
370	  1	  0
371	  1	  0
372	  1	  4
373	  1	  3
374	  1	  3
